Time,PPG
2015-07-24 12:43:42.1,355
2015-07-24 12:43:42.1,334
2015-07-24 12:43:42.2,323
2015-07-24 12:43:42.2,307
2015-07-24 12:43:42.3,309
2015-07-24 12:43:42.3,312
2015-07-24 12:43:42.4,322
2015-07-24 12:43:42.4,336
2015-07-24 12:43:42.5,314
2015-07-24 12:43:42.5,330
2015-07-24 12:43:42.6,456
2015-07-24 12:43:42.6,569
2015-07-24 12:43:42.7,559
2015-07-24 12:43:42.7,534
2015-07-24 12:43:42.8,491
2015-07-24 12:43:42.8,439
2015-07-24 12:43:42.9,426
2015-07-24 12:43:42.9,405
2015-07-24 12:43:43.0,393
2015-07-24 12:43:43.0,373
2015-07-24 12:43:43.1,347
2015-07-24 12:43:43.1,339
2015-07-24 12:43:43.2,334
2015-07-24 12:43:43.2,339
2015-07-24 12:43:43.3,330
2015-07-24 12:43:43.3,333
2015-07-24 12:43:43.4,334
2015-07-24 12:43:43.4,321
2015-07-24 12:43:43.5,339
2015-07-24 12:43:43.5,436
2015-07-24 12:43:43.6,575
2015-07-24 12:43:43.6,559
2015-07-24 12:43:43.7,560
2015-07-24 12:43:43.7,544
2015-07-24 12:43:43.8,505
2015-07-24 12:43:43.8,478
2015-07-24 12:43:43.9,430
2015-07-24 12:43:43.9,395
2015-07-24 12:43:44.0,364
2015-07-24 12:43:44.0,354
2015-07-24 12:43:44.1,343
2015-07-24 12:43:44.1,331
2015-07-24 12:43:44.2,332
2015-07-24 12:43:44.2,334
2015-07-24 12:43:44.3,337
2015-07-24 12:43:44.3,326
2015-07-24 12:43:44.4,329
2015-07-24 12:43:44.5,342
2015-07-24 12:43:44.5,442
2015-07-24 12:43:44.5,583
2015-07-24 12:43:44.6,559
2015-07-24 12:43:44.7,560
2015-07-24 12:43:44.7,545
2015-07-24 12:43:44.8,513
2015-07-24 12:43:44.8,477
2015-07-24 12:43:44.9,444
2015-07-24 12:43:44.9,436
2015-07-24 12:43:45.0,410
2015-07-24 12:43:45.0,384
2015-07-24 12:43:45.1,358
2015-07-24 12:43:45.1,353
2015-07-24 12:43:45.2,354
2015-07-24 12:43:45.2,342
2015-07-24 12:43:45.3,341
2015-07-24 12:43:45.3,345
2015-07-24 12:43:45.4,369
2015-07-24 12:43:45.4,353
2015-07-24 12:43:45.5,355
2015-07-24 12:43:45.5,475
2015-07-24 12:43:45.6,583
2015-07-24 12:43:45.6,560
2015-07-24 12:43:45.7,559
2015-07-24 12:43:45.7,556
2015-07-24 12:43:45.8,522
2015-07-24 12:43:45.8,480
2015-07-24 12:43:45.9,444
2015-07-24 12:43:45.9,413
2015-07-24 12:43:46.0,384
2015-07-24 12:43:46.0,360
2015-07-24 12:43:46.1,378
2015-07-24 12:43:46.1,390
2015-07-24 12:43:46.2,391
2015-07-24 12:43:46.2,347
2015-07-24 12:43:46.3,318
2015-07-24 12:43:46.3,332
2015-07-24 12:43:46.4,309
2015-07-24 12:43:46.4,284
2015-07-24 12:43:46.5,285
2015-07-24 12:43:46.5,375
2015-07-24 12:43:46.6,575
2015-07-24 12:43:46.6,559
2015-07-24 12:43:46.7,559
2015-07-24 12:43:46.7,558
2015-07-24 12:43:46.8,518
2015-07-24 12:43:46.8,473
2015-07-24 12:43:46.9,444
2015-07-24 12:43:46.9,410
2015-07-24 12:43:47.0,379
2015-07-24 12:43:47.0,341
2015-07-24 12:43:47.1,333
2015-07-24 12:43:47.1,328
2015-07-24 12:43:47.2,314
2015-07-24 12:43:47.2,321
2015-07-24 12:43:47.3,327
2015-07-24 12:43:47.3,328
2015-07-24 12:43:47.4,329
2015-07-24 12:43:47.4,351
2015-07-24 12:43:47.5,359
2015-07-24 12:43:47.5,514
2015-07-24 12:43:47.6,571
2015-07-24 12:43:47.6,567
2015-07-24 12:43:47.7,559
2015-07-24 12:43:47.7,553
2015-07-24 12:43:47.8,503
2015-07-24 12:43:47.8,446
2015-07-24 12:43:47.9,410
2015-07-24 12:43:47.9,392
2015-07-24 12:43:48.0,377
2015-07-24 12:43:48.0,367
2015-07-24 12:43:48.1,349
2015-07-24 12:43:48.1,352
2015-07-24 12:43:48.2,352
2015-07-24 12:43:48.2,337
2015-07-24 12:43:48.3,341
2015-07-24 12:43:48.3,341
2015-07-24 12:43:48.4,340
2015-07-24 12:43:48.4,352
2015-07-24 12:43:48.5,447
2015-07-24 12:43:48.5,589
2015-07-24 12:43:48.6,560
2015-07-24 12:43:48.6,560
2015-07-24 12:43:48.7,554
2015-07-24 12:43:48.7,516
2015-07-24 12:43:48.8,461
2015-07-24 12:43:48.8,446
2015-07-24 12:43:48.9,436
2015-07-24 12:43:48.9,404
2015-07-24 12:43:49.0,385
2015-07-24 12:43:49.0,371
2015-07-24 12:43:49.1,356
2015-07-24 12:43:49.1,332
2015-07-24 12:43:49.2,347
2015-07-24 12:43:49.2,366
2015-07-24 12:43:49.3,356
2015-07-24 12:43:49.3,334
2015-07-24 12:43:49.4,320
2015-07-24 12:43:49.4,426
2015-07-24 12:43:49.5,582
2015-07-24 12:43:49.5,559
2015-07-24 12:43:49.6,560
2015-07-24 12:43:49.6,539
2015-07-24 12:43:49.7,517
2015-07-24 12:43:49.7,513
2015-07-24 12:43:49.8,514
2015-07-24 12:43:49.8,461
2015-07-24 12:43:49.9,368
2015-07-24 12:43:49.9,280
2015-07-24 12:43:50.0,215
2015-07-24 12:43:50.0,197
2015-07-24 12:43:50.1,193
2015-07-24 12:43:50.1,193
2015-07-24 12:43:50.2,180
2015-07-24 12:43:50.2,187
2015-07-24 12:43:50.3,214
2015-07-24 12:43:50.3,271
2015-07-24 12:43:50.4,339
2015-07-24 12:43:50.4,384
2015-07-24 12:43:50.5,388
2015-07-24 12:43:50.5,371
2015-07-24 12:43:50.6,388
2015-07-24 12:43:50.6,403
2015-07-24 12:43:50.7,384
2015-07-24 12:43:50.7,352
2015-07-24 12:43:50.8,339
2015-07-24 12:43:50.8,338
2015-07-24 12:43:50.9,328
2015-07-24 12:43:50.9,343
2015-07-24 12:43:51.0,359
2015-07-24 12:43:51.0,378
2015-07-24 12:43:51.1,405
2015-07-24 12:43:51.1,456
2015-07-24 12:43:51.2,513
2015-07-24 12:43:51.2,520
2015-07-24 12:43:51.3,525
2015-07-24 12:43:51.3,508
2015-07-24 12:43:51.4,471
2015-07-24 12:43:51.4,439
2015-07-24 12:43:51.5,457
2015-07-24 12:43:51.5,455
2015-07-24 12:43:51.6,423
2015-07-24 12:43:51.6,413
2015-07-24 12:43:51.7,405
2015-07-24 12:43:51.7,405
2015-07-24 12:43:51.8,393
2015-07-24 12:43:51.8,398
2015-07-24 12:43:51.9,409
2015-07-24 12:43:51.9,437
2015-07-24 12:43:52.0,494
2015-07-24 12:43:52.0,528
2015-07-24 12:43:52.1,555
2015-07-24 12:43:52.1,531
2015-07-24 12:43:52.2,502
2015-07-24 12:43:52.2,472
2015-07-24 12:43:52.3,443
2015-07-24 12:43:52.3,446
2015-07-24 12:43:52.4,444
2015-07-24 12:43:52.4,431
2015-07-24 12:43:52.5,408
2015-07-24 12:43:52.5,411
2015-07-24 12:43:52.6,414
2015-07-24 12:43:52.7,400
2015-07-24 12:43:52.7,411
2015-07-24 12:43:52.7,465
2015-07-24 12:43:52.8,541
2015-07-24 12:43:52.9,560
2015-07-24 12:43:52.9,560
2015-07-24 12:43:53.0,552
2015-07-24 12:43:53.0,524
2015-07-24 12:43:53.1,506
2015-07-24 12:43:53.1,493
2015-07-24 12:43:53.2,475
2015-07-24 12:43:53.2,445
2015-07-24 12:43:53.3,433
2015-07-24 12:43:53.3,427
2015-07-24 12:43:53.4,425
2015-07-24 12:43:53.4,403
2015-07-24 12:43:53.5,378
2015-07-24 12:43:53.5,363
2015-07-24 12:43:53.6,375
2015-07-24 12:43:53.6,451
2015-07-24 12:43:53.7,510
2015-07-24 12:43:53.7,497
2015-07-24 12:43:53.8,469
2015-07-24 12:43:53.8,435
2015-07-24 12:43:53.9,418
2015-07-24 12:43:53.9,401
2015-07-24 12:43:54.0,397
2015-07-24 12:43:54.0,374
2015-07-24 12:43:54.1,339
2015-07-24 12:43:54.1,340
2015-07-24 12:43:54.2,377
2015-07-24 12:43:54.2,399
2015-07-24 12:43:54.3,358
2015-07-24 12:43:54.3,317
2015-07-24 12:43:54.4,300
2015-07-24 12:43:54.4,326
2015-07-24 12:43:54.5,414
2015-07-24 12:43:54.5,481
2015-07-24 12:43:54.6,488
2015-07-24 12:43:54.6,460
2015-07-24 12:43:54.7,453
2015-07-24 12:43:54.7,428
2015-07-24 12:43:54.8,391
2015-07-24 12:43:54.8,385
2015-07-24 12:43:54.9,374
2015-07-24 12:43:54.9,370
2015-07-24 12:43:55.0,353
2015-07-24 12:43:55.0,353
2015-07-24 12:43:55.1,357
2015-07-24 12:43:55.1,359
2015-07-24 12:43:55.2,377
2015-07-24 12:43:55.2,378
2015-07-24 12:43:55.3,426
2015-07-24 12:43:55.3,509
2015-07-24 12:43:55.4,561
2015-07-24 12:43:55.4,558
2015-07-24 12:43:55.5,525
2015-07-24 12:43:55.5,492
2015-07-24 12:43:55.6,440
2015-07-24 12:43:55.6,430
2015-07-24 12:43:55.7,405
2015-07-24 12:43:55.7,396
2015-07-24 12:43:55.8,411
2015-07-24 12:43:55.8,437
2015-07-24 12:43:55.9,404
2015-07-24 12:43:55.9,395
2015-07-24 12:43:56.0,364
2015-07-24 12:43:56.0,342
2015-07-24 12:43:56.1,410
2015-07-24 12:43:56.1,492
2015-07-24 12:43:56.2,522
2015-07-24 12:43:56.2,486
2015-07-24 12:43:56.3,444
2015-07-24 12:43:56.3,422
2015-07-24 12:43:56.4,404
2015-07-24 12:43:56.4,405
2015-07-24 12:43:56.5,406
2015-07-24 12:43:56.5,388
2015-07-24 12:43:56.6,362
2015-07-24 12:43:56.6,354
2015-07-24 12:43:56.7,354
2015-07-24 12:43:56.7,337
2015-07-24 12:43:56.8,345
2015-07-24 12:43:56.8,394
2015-07-24 12:43:56.9,473
2015-07-24 12:43:56.9,519
2015-07-24 12:43:57.0,531
2015-07-24 12:43:57.0,493
2015-07-24 12:43:57.1,441
2015-07-24 12:43:57.1,417
2015-07-24 12:43:57.2,406
2015-07-24 12:43:57.2,394
2015-07-24 12:43:57.3,369
2015-07-24 12:43:57.3,371
2015-07-24 12:43:57.4,385
2015-07-24 12:43:57.4,382
2015-07-24 12:43:57.5,359
2015-07-24 12:43:57.5,344
2015-07-24 12:43:57.6,344
2015-07-24 12:43:57.6,342
2015-07-24 12:43:57.7,396
2015-07-24 12:43:57.7,481
2015-07-24 12:43:57.8,519
2015-07-24 12:43:57.8,529
2015-07-24 12:43:57.9,515
2015-07-24 12:43:57.9,493
2015-07-24 12:43:58.0,441
2015-07-24 12:43:58.0,425
2015-07-24 12:43:58.1,429
2015-07-24 12:43:58.1,394
2015-07-24 12:43:58.2,383
2015-07-24 12:43:58.2,402
2015-07-24 12:43:58.3,400
2015-07-24 12:43:58.3,385
2015-07-24 12:43:58.4,398
2015-07-24 12:43:58.4,426
2015-07-24 12:43:58.5,413
2015-07-24 12:43:58.5,436
2015-07-24 12:43:58.6,527
2015-07-24 12:43:58.6,559
2015-07-24 12:43:58.7,559
2015-07-24 12:43:58.7,558
2015-07-24 12:43:58.8,537
2015-07-24 12:43:58.8,493
2015-07-24 12:43:58.9,446
2015-07-24 12:43:58.9,426
2015-07-24 12:43:59.0,421
2015-07-24 12:43:59.0,380
2015-07-24 12:43:59.1,365
2015-07-24 12:43:59.1,355
2015-07-24 12:43:59.2,350
2015-07-24 12:43:59.2,355
2015-07-24 12:43:59.3,339
2015-07-24 12:43:59.3,347
2015-07-24 12:43:59.4,315
2015-07-24 12:43:59.4,359
2015-07-24 12:43:59.5,445
2015-07-24 12:43:59.5,502
2015-07-24 12:43:59.6,489
2015-07-24 12:43:59.6,447
2015-07-24 12:43:59.7,417
2015-07-24 12:43:59.7,404
2015-07-24 12:43:59.8,411
2015-07-24 12:43:59.8,404
2015-07-24 12:43:59.9,396
2015-07-24 12:43:59.9,390
2015-07-24 12:44:00.0,383
2015-07-24 12:44:00.0,383
2015-07-24 12:44:00.1,369
2015-07-24 12:44:00.1,394
2015-07-24 12:44:00.2,409
2015-07-24 12:44:00.2,426
2015-07-24 12:44:00.3,395
2015-07-24 12:44:00.3,434
2015-07-24 12:44:00.4,521
2015-07-24 12:44:00.4,559
2015-07-24 12:44:00.5,551
2015-07-24 12:44:00.5,508
2015-07-24 12:44:00.6,452
2015-07-24 12:44:00.6,434
2015-07-24 12:44:00.7,430
2015-07-24 12:44:00.8,414
2015-07-24 12:44:00.8,377
2015-07-24 12:44:00.9,373
2015-07-24 12:44:00.9,367
2015-07-24 12:44:01.0,365
2015-07-24 12:44:01.0,351
2015-07-24 12:44:01.1,356
2015-07-24 12:44:01.1,351
2015-07-24 12:44:01.2,343
2015-07-24 12:44:01.2,350
2015-07-24 12:44:01.3,369
2015-07-24 12:44:01.3,433
2015-07-24 12:44:01.4,517
2015-07-24 12:44:01.4,559
2015-07-24 12:44:01.5,551
2015-07-24 12:44:01.5,482
2015-07-24 12:44:01.6,440
2015-07-24 12:44:01.6,432
2015-07-24 12:44:01.7,425
2015-07-24 12:44:01.7,405
2015-07-24 12:44:01.8,412
2015-07-24 12:44:01.8,413
2015-07-24 12:44:01.9,379
2015-07-24 12:44:01.9,345
2015-07-24 12:44:02.0,333
2015-07-24 12:44:02.0,328
2015-07-24 12:44:02.1,324
2015-07-24 12:44:02.1,345
2015-07-24 12:44:02.2,343
2015-07-24 12:44:02.2,346
2015-07-24 12:44:02.3,430
2015-07-24 12:44:02.3,555
2015-07-24 12:44:02.4,560
2015-07-24 12:44:02.4,537
2015-07-24 12:44:02.5,482
2015-07-24 12:44:02.5,410
2015-07-24 12:44:02.6,381
2015-07-24 12:44:02.6,384
2015-07-24 12:44:02.7,380
2015-07-24 12:44:02.7,365
2015-07-24 12:44:02.8,342
2015-07-24 12:44:02.8,346
2015-07-24 12:44:02.9,350
2015-07-24 12:44:02.9,341
2015-07-24 12:44:03.0,353
2015-07-24 12:44:03.0,355
2015-07-24 12:44:03.1,361
2015-07-24 12:44:03.1,355
2015-07-24 12:44:03.2,381
2015-07-24 12:44:03.2,461
2015-07-24 12:44:03.3,536
2015-07-24 12:44:03.3,559
2015-07-24 12:44:03.4,540
2015-07-24 12:44:03.4,499
2015-07-24 12:44:03.5,449
2015-07-24 12:44:03.5,443
2015-07-24 12:44:03.6,436
2015-07-24 12:44:03.6,435
2015-07-24 12:44:03.7,407
2015-07-24 12:44:03.7,388
2015-07-24 12:44:03.8,377
2015-07-24 12:44:03.8,361
2015-07-24 12:44:03.9,365
2015-07-24 12:44:03.9,368
2015-07-24 12:44:04.0,369
2015-07-24 12:44:04.0,366
2015-07-24 12:44:04.1,365
2015-07-24 12:44:04.1,385
2015-07-24 12:44:04.2,454
2015-07-24 12:44:04.2,549
2015-07-24 12:44:04.3,559
2015-07-24 12:44:04.3,542
2015-07-24 12:44:04.4,513
2015-07-24 12:44:04.4,479
2015-07-24 12:44:04.5,447
2015-07-24 12:44:04.5,426
2015-07-24 12:44:04.6,425
2015-07-24 12:44:04.6,408
2015-07-24 12:44:04.7,386
2015-07-24 12:44:04.7,379
2015-07-24 12:44:04.8,380
2015-07-24 12:44:04.8,386
2015-07-24 12:44:04.9,356
2015-07-24 12:44:04.9,335
2015-07-24 12:44:05.0,327
2015-07-24 12:44:05.0,348
2015-07-24 12:44:05.1,396
2015-07-24 12:44:05.1,460
2015-07-24 12:44:05.2,486
2015-07-24 12:44:05.2,456
2015-07-24 12:44:05.3,437
2015-07-24 12:44:05.3,400
2015-07-24 12:44:05.4,414
2015-07-24 12:44:05.4,390
2015-07-24 12:44:05.5,385
2015-07-24 12:44:05.5,378
2015-07-24 12:44:05.6,367
2015-07-24 12:44:05.6,374
2015-07-24 12:44:05.7,379
2015-07-24 12:44:05.7,387
2015-07-24 12:44:05.8,380
2015-07-24 12:44:05.8,385
2015-07-24 12:44:05.9,383
2015-07-24 12:44:05.9,387
2015-07-24 12:44:06.0,454
2015-07-24 12:44:06.0,521
2015-07-24 12:44:06.1,558
2015-07-24 12:44:06.1,537
2015-07-24 12:44:06.2,505
2015-07-24 12:44:06.2,452
2015-07-24 12:44:06.3,421
2015-07-24 12:44:06.3,417
2015-07-24 12:44:06.4,433
2015-07-24 12:44:06.4,416
2015-07-24 12:44:06.5,375
2015-07-24 12:44:06.5,372
2015-07-24 12:44:06.6,373
2015-07-24 12:44:06.6,378
2015-07-24 12:44:06.7,377
2015-07-24 12:44:06.7,381
2015-07-24 12:44:06.8,363
2015-07-24 12:44:06.8,347
2015-07-24 12:44:06.9,393
2015-07-24 12:44:06.9,503
2015-07-24 12:44:07.0,543
2015-07-24 12:44:07.0,552
2015-07-24 12:44:07.1,522
2015-07-24 12:44:07.1,479
2015-07-24 12:44:07.2,441
2015-07-24 12:44:07.2,432
2015-07-24 12:44:07.3,422
2015-07-24 12:44:07.3,396
2015-07-24 12:44:07.4,387
2015-07-24 12:44:07.4,380
2015-07-24 12:44:07.5,374
2015-07-24 12:44:07.5,362
2015-07-24 12:44:07.6,388
2015-07-24 12:44:07.6,414
2015-07-24 12:44:07.7,403
2015-07-24 12:44:07.7,407
2015-07-24 12:44:07.8,386
2015-07-24 12:44:07.8,390
2015-07-24 12:44:07.9,402
2015-07-24 12:44:07.9,466
2015-07-24 12:44:08.0,522
2015-07-24 12:44:08.0,529
2015-07-24 12:44:08.1,511
2015-07-24 12:44:08.1,479
2015-07-24 12:44:08.2,459
2015-07-24 12:44:08.2,443
2015-07-24 12:44:08.3,463
2015-07-24 12:44:08.3,459
2015-07-24 12:44:08.4,426
2015-07-24 12:44:08.4,384
2015-07-24 12:44:08.5,361
2015-07-24 12:44:08.6,354
2015-07-24 12:44:08.6,342
2015-07-24 12:44:08.7,346
2015-07-24 12:44:08.7,346
2015-07-24 12:44:08.8,345
2015-07-24 12:44:08.8,359
2015-07-24 12:44:08.9,425
2015-07-24 12:44:08.9,501
2015-07-24 12:44:09.0,527
2015-07-24 12:44:09.0,530
2015-07-24 12:44:09.1,496
2015-07-24 12:44:09.1,450
2015-07-24 12:44:09.2,422
2015-07-24 12:44:09.2,407
2015-07-24 12:44:09.3,390
2015-07-24 12:44:09.3,360
2015-07-24 12:44:09.4,351
2015-07-24 12:44:09.4,338
2015-07-24 12:44:09.5,331
2015-07-24 12:44:09.5,321
2015-07-24 12:44:09.6,326
2015-07-24 12:44:09.6,333
2015-07-24 12:44:09.7,352
2015-07-24 12:44:09.7,369
2015-07-24 12:44:09.8,367
2015-07-24 12:44:09.8,397
2015-07-24 12:44:09.9,461
2015-07-24 12:44:09.9,518
2015-07-24 12:44:10.0,520
2015-07-24 12:44:10.0,478
2015-07-24 12:44:10.1,452
2015-07-24 12:44:10.1,441
2015-07-24 12:44:10.2,433
2015-07-24 12:44:10.2,409
2015-07-24 12:44:10.3,395
2015-07-24 12:44:10.3,408
2015-07-24 12:44:10.4,410
2015-07-24 12:44:10.4,377
2015-07-24 12:44:10.5,358
2015-07-24 12:44:10.5,352
2015-07-24 12:44:10.6,346
2015-07-24 12:44:10.6,364
2015-07-24 12:44:10.7,369
2015-07-24 12:44:10.7,367
2015-07-24 12:44:10.8,427
2015-07-24 12:44:10.8,513
2015-07-24 12:44:10.9,558
2015-07-24 12:44:10.9,526
2015-07-24 12:44:11.0,489
2015-07-24 12:44:11.0,443
2015-07-24 12:44:11.1,410
2015-07-24 12:44:11.1,409
2015-07-24 12:44:11.2,402
2015-07-24 12:44:11.2,391
2015-07-24 12:44:11.3,368
2015-07-24 12:44:11.3,368
2015-07-24 12:44:11.4,380
2015-07-24 12:44:11.4,397
2015-07-24 12:44:11.5,406
2015-07-24 12:44:11.5,381
2015-07-24 12:44:11.6,368
2015-07-24 12:44:11.6,357
2015-07-24 12:44:11.7,375
2015-07-24 12:44:11.7,428
2015-07-24 12:44:11.8,489
2015-07-24 12:44:11.8,550
2015-07-24 12:44:11.9,556
2015-07-24 12:44:11.9,518
2015-07-24 12:44:12.0,458
2015-07-24 12:44:12.0,443
2015-07-24 12:44:12.1,440
2015-07-24 12:44:12.1,418
2015-07-24 12:44:12.2,410
2015-07-24 12:44:12.2,399
2015-07-24 12:44:12.3,403
2015-07-24 12:44:12.3,378
2015-07-24 12:44:12.4,401
2015-07-24 12:44:12.4,413
2015-07-24 12:44:12.5,379
2015-07-24 12:44:12.5,371
2015-07-24 12:44:12.6,368
2015-07-24 12:44:12.6,376
2015-07-24 12:44:12.7,410
2015-07-24 12:44:12.7,499
2015-07-24 12:44:12.8,566
2015-07-24 12:44:12.8,559
2015-07-24 12:44:12.9,536
2015-07-24 12:44:12.9,499
2015-07-24 12:44:13.0,451
2015-07-24 12:44:13.0,421
2015-07-24 12:44:13.1,417
2015-07-24 12:44:13.1,404
2015-07-24 12:44:13.2,400
2015-07-24 12:44:13.2,390
2015-07-24 12:44:13.3,374
2015-07-24 12:44:13.3,366
2015-07-24 12:44:13.4,353
2015-07-24 12:44:13.4,359
2015-07-24 12:44:13.5,359
2015-07-24 12:44:13.5,355
2015-07-24 12:44:13.6,361
2015-07-24 12:44:13.6,412
2015-07-24 12:44:13.7,498
2015-07-24 12:44:13.7,563
2015-07-24 12:44:13.8,559
2015-07-24 12:44:13.8,541
2015-07-24 12:44:13.9,498
2015-07-24 12:44:13.9,443
2015-07-24 12:44:14.0,434
2015-07-24 12:44:14.0,417
2015-07-24 12:44:14.1,395
2015-07-24 12:44:14.1,390
2015-07-24 12:44:14.2,387
2015-07-24 12:44:14.2,377
2015-07-24 12:44:14.3,364
2015-07-24 12:44:14.3,367
2015-07-24 12:44:14.4,373
2015-07-24 12:44:14.4,337
2015-07-24 12:44:14.5,330
2015-07-24 12:44:14.5,342
2015-07-24 12:44:14.6,394
2015-07-24 12:44:14.6,477
2015-07-24 12:44:14.7,533
2015-07-24 12:44:14.7,540
2015-07-24 12:44:14.8,492
2015-07-24 12:44:14.8,450
2015-07-24 12:44:14.9,437
2015-07-24 12:44:14.9,430
2015-07-24 12:44:15.0,408
2015-07-24 12:44:15.0,398
2015-07-24 12:44:15.1,385
2015-07-24 12:44:15.1,376
2015-07-24 12:44:15.2,400
2015-07-24 12:44:15.2,407
2015-07-24 12:44:15.3,392
2015-07-24 12:44:15.3,349
2015-07-24 12:44:15.4,383
2015-07-24 12:44:15.4,376
2015-07-24 12:44:15.5,368
2015-07-24 12:44:15.5,443
2015-07-24 12:44:15.6,522
2015-07-24 12:44:15.6,547
2015-07-24 12:44:15.7,521
2015-07-24 12:44:15.7,471
2015-07-24 12:44:15.8,442
2015-07-24 12:44:15.8,431
2015-07-24 12:44:15.9,440
2015-07-24 12:44:15.9,427
2015-07-24 12:44:16.0,407
2015-07-24 12:44:16.0,379
2015-07-24 12:44:16.1,374
2015-07-24 12:44:16.1,371
2015-07-24 12:44:16.2,362
2015-07-24 12:44:16.2,369
2015-07-24 12:44:16.3,364
2015-07-24 12:44:16.4,363
2015-07-24 12:44:16.4,393
2015-07-24 12:44:16.4,448
2015-07-24 12:44:16.5,556
2015-07-24 12:44:16.6,560
2015-07-24 12:44:16.6,558
2015-07-24 12:44:16.6,511
2015-07-24 12:44:16.7,464
2015-07-24 12:44:16.8,422
2015-07-24 12:44:16.8,416
2015-07-24 12:44:16.9,394
2015-07-24 12:44:16.9,333
2015-07-24 12:44:17.0,316
2015-07-24 12:44:17.0,315
2015-07-24 12:44:17.1,327
2015-07-24 12:44:17.1,339
2015-07-24 12:44:17.2,372
2015-07-24 12:44:17.2,390
2015-07-24 12:44:17.3,386
2015-07-24 12:44:17.3,381
2015-07-24 12:44:17.4,377
2015-07-24 12:44:17.4,425
2015-07-24 12:44:17.5,506
2015-07-24 12:44:17.5,560
2015-07-24 12:44:17.6,544
2015-07-24 12:44:17.6,509
2015-07-24 12:44:17.7,491
2015-07-24 12:44:17.7,443
2015-07-24 12:44:17.8,417
2015-07-24 12:44:17.8,404
2015-07-24 12:44:17.9,397
2015-07-24 12:44:17.9,378
2015-07-24 12:44:18.0,358
2015-07-24 12:44:18.0,335
2015-07-24 12:44:18.1,327
2015-07-24 12:44:18.1,340
2015-07-24 12:44:18.2,321
2015-07-24 12:44:18.2,318
2015-07-24 12:44:18.3,320
2015-07-24 12:44:18.3,347
2015-07-24 12:44:18.4,396
2015-07-24 12:44:18.4,486
2015-07-24 12:44:18.5,533
2015-07-24 12:44:18.5,520
2015-07-24 12:44:18.6,482
2015-07-24 12:44:18.6,455
2015-07-24 12:44:18.7,450
2015-07-24 12:44:18.7,418
2015-07-24 12:44:18.8,401
2015-07-24 12:44:18.8,399
2015-07-24 12:44:18.9,372
2015-07-24 12:44:18.9,393
2015-07-24 12:44:19.0,366
2015-07-24 12:44:19.0,355
2015-07-24 12:44:19.1,332
2015-07-24 12:44:19.1,349
2015-07-24 12:44:19.2,365
2015-07-24 12:44:19.2,385
2015-07-24 12:44:19.3,389
2015-07-24 12:44:19.3,385
2015-07-24 12:44:19.4,458
2015-07-24 12:44:19.4,511
2015-07-24 12:44:19.5,533
2015-07-24 12:44:19.5,520
2015-07-24 12:44:19.6,466
2015-07-24 12:44:19.6,440
2015-07-24 12:44:19.7,433
2015-07-24 12:44:19.7,436
2015-07-24 12:44:19.8,419
2015-07-24 12:44:19.8,425
2015-07-24 12:44:19.9,396
2015-07-24 12:44:19.9,352
2015-07-24 12:44:20.0,347
2015-07-24 12:44:20.0,347
2015-07-24 12:44:20.1,346
2015-07-24 12:44:20.1,338
2015-07-24 12:44:20.2,347
2015-07-24 12:44:20.2,351
2015-07-24 12:44:20.3,343
2015-07-24 12:44:20.3,374
2015-07-24 12:44:20.4,455
2015-07-24 12:44:20.4,559
2015-07-24 12:44:20.5,559
2015-07-24 12:44:20.5,547
2015-07-24 12:44:20.6,514
2015-07-24 12:44:20.6,457
2015-07-24 12:44:20.7,445
2015-07-24 12:44:20.7,447
2015-07-24 12:44:20.8,432
2015-07-24 12:44:20.8,405
2015-07-24 12:44:20.9,397
2015-07-24 12:44:20.9,392
2015-07-24 12:44:21.0,374
2015-07-24 12:44:21.0,377
2015-07-24 12:44:21.1,373
2015-07-24 12:44:21.1,366
2015-07-24 12:44:21.2,351
2015-07-24 12:44:21.2,362
2015-07-24 12:44:21.3,374
2015-07-24 12:44:21.3,401
2015-07-24 12:44:21.4,501
2015-07-24 12:44:21.4,560
2015-07-24 12:44:21.5,553
2015-07-24 12:44:21.5,512
2015-07-24 12:44:21.6,463
2015-07-24 12:44:21.6,434
2015-07-24 12:44:21.7,422
2015-07-24 12:44:21.7,410
2015-07-24 12:44:21.8,397
2015-07-24 12:44:21.8,385
2015-07-24 12:44:21.9,378
2015-07-24 12:44:21.9,410
2015-07-24 12:44:22.0,409
2015-07-24 12:44:22.0,383
2015-07-24 12:44:22.1,373
2015-07-24 12:44:22.1,369
2015-07-24 12:44:22.2,366
2015-07-24 12:44:22.2,355
2015-07-24 12:44:22.3,369
2015-07-24 12:44:22.3,403
2015-07-24 12:44:22.4,477
2015-07-24 12:44:22.4,536
2015-07-24 12:44:22.5,559
2015-07-24 12:44:22.5,559
2015-07-24 12:44:22.6,533
2015-07-24 12:44:22.6,525
2015-07-24 12:44:22.7,506
2015-07-24 12:44:22.7,486
2015-07-24 12:44:22.8,448
2015-07-24 12:44:22.8,418
2015-07-24 12:44:22.9,394
2015-07-24 12:44:22.9,364
2015-07-24 12:44:23.0,346
2015-07-24 12:44:23.0,366
2015-07-24 12:44:23.1,339
2015-07-24 12:44:23.1,300
2015-07-24 12:44:23.2,298
2015-07-24 12:44:23.2,306
2015-07-24 12:44:23.3,341
2015-07-24 12:44:23.3,390
2015-07-24 12:44:23.4,432
2015-07-24 12:44:23.4,484
